Columns,Importances,Absolute_Importances,Percentage_Importance
StatusReason_Ready for Audit,51891.149211013515,51891.149211013515,0.17710144204887518
StatusReason_Customer Hold,-28740.60471628667,28740.60471628667,0.09808999449815146
Revenutype_New Work Sold,23943.160045434586,23943.160045434586,0.08171659783463593
sourcesystem_Moritz Jürgensen,23288.56664358393,23288.56664358393,0.07948250903170719
sourcesystem_Web,15464.100760285093,15464.100760285093,0.05277806690113398
sourcesystem_web,15118.70146076581,15118.70146076581,0.05159923939475542
sourcesystem_clt,14535.283385839146,14535.283385839146,0.049608067798868685
sourcesystem_NEMEC,12676.502384583973,12676.502384583973,0.043264157502399966
Queue_Broken,12591.122490686457,12591.122490686457,0.042972760943234524
Source_Fax,-11385.169988165979,11385.169988165979,0.03885691593910236
SalesLocation_other,9413.009297898001,9413.009297898001,0.0321260474285928
sourcesystem_`,9119.5644837151,9119.5644837151,0.031124537526736048
Queue_E&E,8825.597457585764,8825.597457585764,0.030121245346202207
Revenutype_Future OTRRR without OLS,7387.006637349586,7387.006637349586,0.02521141943839543
Revenutype_Disputed Revenue,5536.024477991445,5536.024477991445,0.01889412613089836
sourcesystem_Current Revenue,5272.892536066875,5272.892536066875,0.017996072280241467
sourcesystem_Aplquest,4708.025186830067,4708.025186830067,0.016068213220705896
StatusReason_Information Provided,-4486.528497387915,4486.528497387915,0.015312258039413995
StatusReason_Ready for Archiving,-4210.3114624918935,4210.3114624918935,0.01436954553559904
Revenutype_Future OTRRR with OLS,4017.259424879721,4017.259424879721,0.013710670279000697
sourcesystem_NMEC,2858.1431522926564,2858.1431522926564,0.009754674574555654
Revenutype_Revenue Impacting Case / Pending Revenue,2686.41223942102,2686.41223942102,0.009168567063421918
SubReason_Tax Exemption Order,2371.7091325088873,2371.7091325088873,0.008094503858061824
sourcesystem_CLT,1675.4598253649303,1675.4598253649303,0.005718245898938537
Revenutype_Revenue Unknown,1266.3324322920298,1266.3324322920298,0.004321918155256013
SalesLocation_southamerica,617.9360387148301,617.9360387148301,0.0021089793772988688
CountryProcessed_southamerica,616.5108413560388,616.5108413560388,0.0021041152624876936
Revenutype_Credit / Rebill,605.8324383569475,605.8324383569475,0.0020676705007379053
CountrySource_other,523.7590861737848,523.7590861737848,0.001787558974082059
Queue_LOC,-513.3316832610585,513.3316832610585,0.0017519708608730242
CountryProcessed_other,493.4121375357787,493.4121375357787,0.0016839866222014162
Revenutype_Future Billing,455.2945638333931,455.2945638333931,0.0015538935837403605
SubReason_Future Pricing Only CPS,450.69064916452663,450.69064916452663,0.0015381806935977546
Queue_APOC,395.371394546707,395.371394546707,0.0013493793293025622
Source_eAgreement (Ele),348.9532293078826,348.9532293078826,0.0011909568598438595
CountryProcessed_australia,-321.0729788375092,321.0729788375092,0.0010958032038146154
SubReason_P&H Electronic Order,-311.4623912434212,311.4623912434212,0.0010630028332749557
Source_Manual,301.49648250222464,301.49648250222464,0.0010289897725463102
SalesLocation_northamerica,280.04038235572807,280.04038235572807,0.0009557613639551373
Revenutype_Non-revenue,249.90541639417825,249.90541639417825,0.0008529124964887078
SalesLocation_australia,-239.6210037604863,239.6210037604863,0.0008178124006969203
Queue_EOC,224.6399699001378,224.6399699001378,0.000766683012730164
CountrySource_australia,222.69390240479186,222.69390240479186,0.000760041198760142
Revenutype_Current Revenue,221.83588188450997,221.83588188450997,0.000757112825159636
Priority,188.66571808905758,188.66571808905758,0.0006439050058977494
CountryProcessed_northamerica,157.45120233798997,157.45120233798997,0.0005373716984566011
StatusReason_Completed,-143.59173471862408,143.59173471862408,0.0004900701501436485
SubReason_Basic Enterprise Commitment,142.94208664512536,142.94208664512536,0.00048785293945569406
Queue_NAOC,-142.19832491856596,142.19832491856596,0.0004853145244019285
SubReason_Electronic Order Pend / Reject,-141.47889454385884,141.47889454385884,0.0004828591508218161
IsMagnumCase,128.21930232634426,128.21930232634426,0.0004376049419941676
IsSOXCase,-124.28294445546906,124.28294445546906,0.0004241703839635184
SubReason_True Up,110.4971524599023,110.4971524599023,0.00037712028622387283
StatusReason_Problem Solved,-110.25362801860776,110.25362801860776,0.0003762891516203198
Source_Hard Copy,-106.71793947628493,106.71793947628493,0.00036422205445631715
CountrySource_southamerica,79.63744490541296,79.63744490541296,0.00027179791830170204
Source_Soft Copy,78.11212426644606,78.11212426644606,0.00026659208862062387
ROCName_EOC,70.18593927974273,70.18593927974273,0.00023954048516927132
CountrySource_asia,-54.40686566650215,54.40686566650215,0.0001856874344353872
Source_Web,-43.905152422700475,43.905152422700475,0.00014984570443442004
SubReason_Zero Usage Order,-43.77025132613021,43.77025132613021,0.00014938529492143323
ROCName_APOC,-42.658644248993035,42.658644248993035,0.0001455914453084255
SubReason_Meteaop,42.58495056040327,42.58495056040327,0.0001453399330810498
CountryProcessed_asia,42.400745667828765,42.400745667828765,0.0001447112526104219
CountryProcessed_europe,-28.824336217064165,28.824336217064165,9.83757651884923e-05
IsSignature,28.493816421723082,28.493816421723082,9.724772055524333e-05
Source_eAgreement (Phy),-23.09775187911723,23.09775187911723,7.88312694568454e-05
IsGovernment,-22.582642025109873,22.582642025109873,7.707322980373775e-05
CountrySource_europe,12.564190667891266,12.564190667891266,4.2880844215111245e-05
SubReason_Manual Order Entry,9.208915152323721,9.208915152323721,3.1429486106584795e-05
CountrySource_northamerica,8.286215175122281,8.286215175122281,2.8280365321528908e-05
SalesLocation_asia,-6.8205304185529165,6.8205304185529165,2.3278069401622856e-05
StageName,-2.7740511035705384,2.7740511035705384,9.467673355273149e-06
Complexity,-2.525251875138792,2.525251875138792,8.6185362132775e-06
SalesLocation_europe,0.6491277624087702,0.6491277624087702,2.2154348967887786e-06
AmountinUSD,-0.12362377878743418,0.12362377878743418,4.219206902848648e-07
